phone,jdmall_user_p0066,jdmall_user_p0001,jdmall_user_p0006,jdmall_user_p0068,jdmall_up_m0001,jdmall_up_m0009,pay_pay_p0004176,catenum,catenum_3m,f1,f2,f3,bad
028febc453760deb74faeb0356aa8fe3,0,56,18,0,0,0,0,1,1,a1,b1,c1,0
0290e2613494faff3c9ca73e6b4935e8,1,50,1,3,3,4,0,0,0,a1,b4,c4,0
02959e5ca1b25e9cd2ed4cd484091da5,1,62,1,3,5,2,0,1,2,a1,b1,c1,0
02962fdbd6ebebe1e1fea45005cf0392,1,50,1,3,0,0,0,0,0,a1,b1,c1,0
0296406c6288c9311b37f3d85d566cd6,1,105,1,3,6,3,1,1,2,a1,b1,c1,0
029a38e5bd2f78f7de9fa00da7660b17,0,56,20,0,4,4,0,1,1,a3,b3,c3,1
029ce10a5ed1ae3398551d3e6bcd7f30,0,50,1,0,0,0,0,0,1,a2,b2,c2,0
029dfca6284ac7f73e5b4d8256bf7b2c,0,50,1,0,0,0,1,0,0,a1,b1,c1,1
02a1172ef8448378e5f5735c86d0dcd2,0,61,1,0,6,2,1,1,4,a1,b1,c1,0
02a22c3ffb173c58d4e88c69490fbe5c,1,56,24,3,5,4,1,1,1,a1,b1,c1,1
02a3234acf16bd8d85b85315c3c66d82,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
02a55c5c648df7bfa3c9cded93bf5f6b,0,56,24,0,5,4,0,0,0,a1,b6,c6,0
02a68b98048a998980f9df6f0892af5f,1,56,24,3,3,4,0,0,0,a1,b5,c5,0
02a937cd1970eca4113ef24d6c7bac84,1,62,24,3,6,1,1,2,2,a2,b2,c2,0
02ac1e414be4690e3290f156405ebe9b,1,62,1,1,6,2,0,1,2,a3,b3,c3,0
02b40f937655c647f04e274dc3e61f76,0,56,1,0,0,0,0,0,0,a1,b1,c7,0
02b5e1c066b4b7e2b843bd64b6b34d8d,0,56,18,0,0,0,0,0,1,a1,b1,c1,0
02b84c9958a4f62450aa672977cc3fa8,1,61,18,3,0,0,0,1,1,a1,b1,c1,0
02bd1e4c0409d4c3f2eb1ae2612c34b5,0,56,7,0,6,4,0,0,0,a1,b1,c1,0
02be4a1c37e31c1a4fe25695bb7cbf18,0,50,1,0,0,0,0,0,0,a1,b1,c1,0
02bfc46bee19158fe198606b62004d8c,1,105,1,14,6,1,0,3,3,a2,b2,c2,0
02c2465e0642932a863589a852e8f4d4,1,61,24,1,6,2,1,1,2,a1,b1,c1,0
02c574bf791211ee5c00580ae36976ec,1,61,1,3,6,4,0,0,0,a1,b1,c1,0
02c5f81d76cc37bead8aabcaf53e8fa3,1,56,24,3,4,4,0,0,0,a3,b4,c4,0
02c727a37657f8a770416dfdc6aaf24b,1,105,1,14,6,1,1,2,3,a1,b1,c1,1
02d7cd3cccf5c81f11d440c063a5c3bd,0,56,18,0,0,0,0,0,1,a1,b5,c5,0
02d9e1759a0f42bff3549bd2fc5c51c6,0,56,1,0,1,4,0,1,1,a1,b6,c6,0
02dcaade26e0fd17aac021194b035c66,0,56,1,0,6,4,0,0,0,a2,b2,c2,0
02de4ff6dc12362b3cee143ece92172e,0,56,22,0,6,4,0,0,0,a1,b1,c1,0
02e2ad7381a48f784a0d93ad500be709,0,50,1,0,4,4,0,0,0,a1,b1,c1,0
02e596fa18195190dd1f3af2e20add5a,0,61,1,0,6,3,0,1,1,a1,b1,c1,0
02ea1b9ef44faaf6a1dbb01c56f1be23,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
02ea9c3b5c78946e40938924c3d564b1,0,56,1,0,3,4,0,0,0,a3,b3,c7,0
02ed4e35a1d074dd7fd63e1014c72e51,0,56,1,0,6,4,0,0,0,a1,b1,c1,1
02ee2af636d3dd000e8727891590a3e2,1,105,1,1,6,1,1,2,7,a2,b4,c4,0
02ef8aa42589f97ee6583220d12c30f7,0,61,24,0,6,4,1,0,0,a1,b1,c1,0
02f294e3dde43e53cb8b34f822cecf37,1,105,1,14,6,1,1,4,7,a1,b1,c1,0
02f3a4cf111248a0a7082bc1c647dc60,0,56,1,0,3,4,0,0,0,a1,b1,c1,0
02fa6acd20960347136dea959dce66b3,0,56,18,0,0,0,0,0,0,a1,b5,c5,0
02fb40aaf30cac37a5f9f1c5d2889aed,1,61,1,1,6,4,1,0,0,a1,b1,c1,0
02fc4c4aabd1af78323bcd6e437797f0,0,56,20,0,2,4,0,1,2,a1,b1,c1,0
02fd3705b45e14fa2fc9f7e028aafd28,1,56,1,3,6,4,0,0,0,a3,b6,c6,0
02fd38260b744ece1ed4adfc96f2b872,1,61,1,1,4,1,0,2,3,a1,b1,c1,0
03016385144005000029cdb88370ddd4,0,56,20,0,3,4,0,1,1,a1,b1,c1,0
03042b539b52fff048313cf1c2ee6403,1,56,1,3,3,4,0,0,0,a1,b1,c1,0
03048dcce934766dc26374fbf8d7d885,1,50,1,3,0,0,0,0,0,a1,b4,c4,0
0305fc86ec0da3ddbd874e3d23bb72e8,1,61,20,3,5,1,0,3,12,a1,b1,c1,0
030a10395faca34123525d31ccb2126e,1,105,1,14,6,2,1,1,3,a1,b1,c1,0
030b32aea44aaee3f41bee7b1a10c43b,0,56,24,0,5,4,1,0,0,a2,b2,c2,1
030f48786f7bd6aa4901507a57b8483e,0,56,1,0,6,4,0,0,0,a1,b1,c7,0
03146635414e08fd959728f7389f22ad,1,50,1,3,1,4,0,0,0,a3,b3,c3,0
031467a994ccc9d089e0479aac241f25,1,61,1,7,6,1,1,4,6,a1,b5,c5,0
0314d93554871b343ac2240dd56ae781,1,56,1,3,3,4,0,0,0,a1,b1,c1,0
0315b5be7b8931cf5566d7ba4c053679,1,62,22,3,6,1,0,2,2,a1,b1,c1,0
031797ddaf095b0f8694cf81eccedc27,1,56,1,3,3,4,0,0,0,a1,b1,c1,0
03184f3be5de829cacd4e481e4014cc5,0,50,1,0,0,0,0,0,0,a2,b2,c2,0
031b4e44923434f5e7ae42bad11c4733,0,61,1,0,6,2,0,0,1,a1,b6,c6,0
031bbb35fca1b7065279c9fbd03f8af3,1,61,1,14,4,1,1,2,2,a1,b1,c1,0
031dac1b59a21c96be39d4769a9c0a74,1,56,1,14,4,4,0,0,0,a1,b1,c1,1
031ee3ad80eaeac1252f6335f4e9ee6a,0,56,24,0,0,4,0,0,0,a3,b3,c3,0
03205dcf5951877f6b04ac317315e335,1,62,1,1,6,4,1,0,0,a1,b1,c1,0
032094113825995bc135c34b4df01e64,0,50,1,0,1,4,1,1,4,a1,b1,c1,1
03240786877663f57488933646fd9d02,1,61,1,3,5,4,0,0,0,a2,b2,c2,1
032671ef8d9c0b94f938972f7ed28583,0,61,1,0,6,4,0,0,0,a1,b1,c1,0
032ed3df4317161b01b11495e7c1799f,0,56,1,0,4,4,0,0,0,a1,b5,c5,0
0330b3d353f48b074c688be8bc604b24,1,61,22,3,6,4,1,0,0,a1,b1,c1,0
0331368c0489d8519ab1d379323f4880,1,56,1,3,4,4,1,0,1,a1,b1,c7,0
033657ab4c93e00a275b892358079b3b,1,56,1,7,6,4,0,0,0,a1,b4,c4,1
03376cbce065c5347a42862aeeda07fc,1,62,1,7,6,2,0,2,4,a3,b3,c3,0
033ae6204b135f114f06eaf197722168,1,61,1,3,5,2,1,2,2,a2,b2,c2,0
033bcbbd9cea25410ca299f2b6719db1,1,50,28,7,0,0,0,0,0,a1,b1,c1,0
033c487a5b25a47dd7778d2c0f59d408,1,56,1,3,5,4,1,0,0,a1,b6,c6,1
033f0eaa3df7731885347e15cc69488d,1,61,1,3,6,4,0,0,0,a1,b1,c1,0
03424e16d6b015b945f36cdbde6af368,0,56,1,0,4,4,0,0,0,a1,b1,c1,0
034320bbe8c28167ff1dff65472ac249,1,62,1,1,6,3,1,0,2,a1,b1,c1,0
0345c44995604f97f3ea86bc20f9513c,0,50,1,0,0,0,0,0,0,a1,b1,c1,0
03496460dffe27c137c42eb7e50ffe5f,1,50,1,3,0,4,0,0,0,a2,b2,c2,1
034a0ea1e81f95eef3abc1f7e46cb877,1,61,1,1,6,1,0,2,4,a3,b5,c5,1
034c9ada58d1c560fdbe1a0954c29f4e,0,56,1,0,6,4,0,0,0,a1,b4,c4,0
034db25df678a6db0d9bf934cbc8e1ff,1,62,1,3,6,1,1,7,7,a1,b1,c1,0
034f4559151b5c88ede5e009643e3462,0,50,1,0,0,0,0,0,0,a1,b1,c1,0
034f9939da39d00190f2c427d3e9345d,0,50,21,0,3,4,0,0,0,a1,b1,c1,0
034f9a185e3a057d9af505ec81ebd241,1,56,1,3,6,4,0,0,0,a1,b1,c1,0
0353a3f2108cad52577b42e72d109bd3,1,56,1,3,6,4,0,0,0,a2,b2,c7,0
0353d0b9a588256c7138b8897f92ba17,0,56,1,0,0,0,0,0,0,a1,b1,c1,0
03541e663647abc95876451071032f21,0,56,1,0,4,4,0,0,0,a1,b1,c1,0
035644eadbdc5df92dbaff5b7389c13d,1,50,1,3,3,4,1,0,0,a3,b6,c6,0
035711cd3d1ef376793ed3036e92f81b,1,62,1,1,6,4,0,0,0,a1,b1,c1,0
0358ff5d992fda7d6d1b8f616e7b9ade,1,62,1,3,6,3,0,1,1,a1,b1,c1,0
035a8612b1547e3c941b113463db8f4a,1,62,1,1,6,3,0,1,2,a1,b4,c4,0
035aaf9814004c9b6b12c4649a86c1b7,1,50,24,1,0,0,0,0,0,a2,b5,c5,0
035e9971f5da1229f911a4f753d8e2e2,0,56,24,0,5,4,0,0,0,a1,b1,c1,0
035f360da2c21d4f3eacaf647084e598,1,62,1,14,6,3,0,1,1,a1,b1,c1,0
03622cb7d3390cf09788d74281fa43db,0,56,18,0,0,0,0,0,1,a1,b1,c1,0
03649cff3c406e3d52c4c1d8ea251a0f,0,56,13,0,0,0,0,0,0,a1,b1,c1,0
0367d48fffd53e75a0d4406312cb43b6,1,61,18,1,0,0,0,1,1,a3,b3,c3,0
036fb2e6237a279dc6eb21ed731da71f,0,56,1,0,5,4,1,0,0,a1,b1,c1,0
0370ad25b74075bebcdb6eb93ff667f7,1,56,18,3,0,0,0,0,0,a2,b2,c2,0
0371a344094382eee0cfb88fe9cfb44c,0,61,24,0,5,2,0,1,1,a1,b1,c1,0
0372720696702a0220c1ab7dc2cf606a,1,56,1,3,4,4,1,0,0,a1,b1,c1,0
03747eedeae1c05be89cdb72068cb39a,1,56,24,3,5,4,1,0,0,a1,b4,c7,0
03776150c9568d6360ad508313ff6e5e,0,61,1,0,6,4,0,0,0,a1,b6,c6,0
037b2e5fdff2fdd17304891f224d3d29,1,61,1,3,4,4,1,0,0,a1,b1,c1,0
037ba63fc8124b8dd1e241d8530d8d7e,0,61,18,0,0,0,0,0,0,a1,b5,c5,0
037bdade9cbf94180147c9663d1c05f3,1,56,1,3,0,4,0,0,0,a3,b3,c3,0
037fdbe8743f9afdefe09572c7698e2c,0,56,1,0,5,4,0,1,1,a1,b1,c1,0
0387479ecb6ea776df896bc21be741d9,1,61,1,1,5,4,1,0,0,a1,b1,c1,0
038c5a9806d8724d1ea446c05b006557,1,50,1,3,0,0,0,0,0,a1,b1,c1,0
039929f6848a05616308e53a68808a5d,0,61,18,0,0,0,0,0,0,a1,b1,c1,0
039b68496e2d360bdffd8e498ef36ca3,0,56,13,0,0,0,0,0,0,a1,b1,c1,0
039c6525cc02156540ed37c5b814d54b,1,105,1,14,6,1,1,4,5,a1,b1,c1,1
039cc9dfb97de4328c168e5bf2f2928b,1,62,1,3,5,1,0,5,7,a2,b4,c4,0
039d1d0b98b2584243579d3c0f779415,1,62,22,14,6,1,0,0,1,a1,b1,c1,1
039e89e1d5556404e6d71029d907ef14,0,50,24,0,0,0,0,0,0,a3,b3,c3,0
039f9396ed208d0007a0c931a6ae7713,1,61,24,3,5,3,0,0,0,a1,b1,c1,0
03a614fe792ac25ba8b439f7ba6f0250,1,61,1,3,5,4,0,0,0,a1,b1,c1,0
03a95db6c4507879166b5f28f026443e,1,56,1,3,4,4,0,0,0,a1,b6,c6,0
03ac11e852b758f5061e0ea3db1582b7,0,56,20,0,4,4,0,0,0,a1,b1,c7,1
03acbaf5667758da8e4e60aa19c11418,1,56,24,3,5,4,0,0,0,a2,b2,c2,0
03aedfd37030605eb8f54b33c44b9a38,1,56,1,7,5,4,0,0,0,a1,b1,c1,0
03afaa39e48d8f7d8aa93a4f2795cbc8,1,105,1,1,6,3,0,0,1,a1,b1,c1,0
03b2c30e5413130f2ead41ec577c796a,1,61,20,3,5,2,0,0,0,a1,b1,c1,0
03b34d44a7172468546b49ac91e56649,1,50,23,3,0,0,0,0,0,a3,b4,c4,0
03c0b3d54e22244e0740dbe6766aa9c1,0,61,18,0,0,0,0,0,2,a1,b1,c1,0
03c1b323c425cf8479aad281da63823b,0,50,13,0,0,0,0,0,0,a1,b1,c1,0
03c3cb1943d4693d561b56cf2a0ddd4e,1,61,24,3,3,4,0,0,0,a2,b2,c2,1
03c7baa1e052364923755cfffbfac9f9,0,56,22,0,5,4,0,0,0,a1,b1,c1,0
03cf6a6147faaa56d2ddb7d71e550297,1,61,24,1,4,3,0,1,2,a1,b1,c1,0
03d227243ce39686e4a4ae62ed310ee6,1,56,20,3,4,4,0,0,0,a1,b1,c1,0
03d5cf98a3fed7e9ff0bb10e7eabf030,0,56,19,0,0,0,0,0,0,a1,b5,c5,0
03d600d7eec2334bdbf7d38647906625,1,62,1,1,6,1,0,3,3,a1,b1,c1,1
03d653532345911545b0534e2ec6980b,1,56,1,14,5,4,0,1,1,a3,b6,c6,1
03daa2549a5eadcec87d19dfbd9c915f,0,56,24,0,3,4,0,1,1,a2,b2,c2,0
03dc1492b02743be0c7270b980929395,0,56,13,0,0,0,0,0,0,a1,b4,c4,0
03dda6a323edbf6d57d1a080dce3a1e6,1,61,22,3,4,1,0,1,2,a1,b1,c7,0
03ddf7fe214573a70b132303da6a5db2,1,56,1,7,0,0,0,0,0,a1,b1,c1,0
03dee867f26dd14a777a84cdae2aca36,1,56,18,3,0,0,0,0,0,a1,b1,c1,0
03e18ed5a871e89e5a97b24544f94c29,0,56,1,0,4,4,0,0,0,a1,b1,c1,0
03e34857a7262cf78eb87e1a05c32b55,1,56,13,7,0,0,0,0,0,a1,b1,c1,0
03e5f9df092f7168486f328a38616596,0,50,1,0,0,4,0,0,0,a2,b2,c2,0
03e7076a7185603346635cebbdd647fb,1,61,1,7,5,4,0,0,1,a3,b3,c3,0
03e9c10ce1179973c30b2d27bf581b0f,0,61,1,0,5,1,0,1,3,a1,b1,c1,0
03f3b06ad0734d4ea58142b0fc4bdb16,1,50,24,3,3,4,0,0,0,a1,b5,c5,0
03fcec68c0f4e142db7a304fec04f594,1,56,1,7,4,4,1,0,0,a1,b1,c1,0
0401d57e490365edbf74aacf18b1e83d,1,56,1,3,5,4,1,0,0,a1,b4,c4,0
04040be0d349bc9e199716cef6bd4bcc,1,50,24,3,0,0,0,0,0,a1,b1,c1,1
04040c95949aac159ed206fee0299cb7,0,50,1,0,2,4,0,0,0,a2,b6,c6,0
04047c50960a99ff9289eb46fa805e37,1,56,24,3,4,4,1,0,0,a1,b1,c1,0
040595c6cca19ef29ba97f37d1987831,0,56,1,0,4,4,1,0,0,a1,b1,c1,0
0408e539d62e83b4322fa45cdefe20c4,0,56,21,0,3,4,0,0,0,a3,b3,c3,0
04096233ddfa3128589f54a5c5bffe96,0,56,20,0,5,4,0,0,0,a1,b1,c1,0
040bc6d5c82181e94ff980c48ffd89df,0,61,18,0,0,0,0,0,0,a1,b1,c7,1
0410e10af1cdfadc47fc3dd6f51dd761,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
0416b6f6b2540abc2e8ee3c6c8bbf688,1,56,1,7,5,4,0,0,0,a2,b2,c2,0
04196c518e5f7fc1220a27ac8f9f1c5f,1,62,1,3,6,2,0,2,3,a1,b1,c1,1
0419997a93af727543ffc7a5e8425d62,1,50,18,3,0,0,0,0,0,a1,b5,c5,0
041a590d50491381fb1a951a0d45b386,1,50,1,3,3,4,1,0,0,a1,b1,c1,0
041a8953e82d70b820f71cc1c676bfea,1,56,1,3,6,4,1,0,0,a1,b1,c1,0
041ec89514d25c4ba958d7f8fecb87af,1,56,24,3,5,4,0,0,0,a3,b3,c3,1
041ee756635c61794896b466ea85e334,0,50,1,0,0,0,0,0,0,a1,b1,c1,0
041f26f5a3d38846429e43e7ed6b9431,1,50,1,3,2,4,0,0,0,a2,b2,c2,0
0423756781f942bdec796943dafc7fb0,0,50,1,0,0,4,0,0,0,a1,b6,c6,0
04294c75585b320ea537924bacb8bf25,0,56,22,0,4,4,0,0,0,a1,b1,c1,0
043ad3fec8d0095a8b6182ff6f7c4626,0,50,1,0,0,0,0,1,1,a1,b1,c1,0
043b70694beda131461d3a67d1816b0e,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
043c4069e69d2ecc9dd6bf9b62f08a16,0,62,1,0,6,3,1,1,3,a1,b1,c1,0
043db515b31321f50012c984c73d8784,0,56,18,0,0,0,0,0,0,a1,b4,c4,0
0443a00baa6b581196ea5243b1a542dd,0,56,1,0,6,4,0,0,0,a3,b3,c3,0
0444527c44e354803a240e22574f099e,1,56,1,3,5,2,0,1,1,a1,b5,c7,1
04464fa96d9204d190e1cdd09b971d73,1,62,1,1,6,4,0,0,0,a1,b1,c1,0
044ab67c8d6a9c54764fde2a65dc4d1b,1,62,1,1,6,2,1,2,3,a1,b1,c1,0
044b8a7454cda254a5f4b6b437c8dc2a,0,56,13,0,0,0,0,0,0,a1,b1,c1,0
045309452816053eb8ee3ecb2927e534,0,56,1,0,5,4,0,0,0,a1,b1,c1,0
045841082a4edca747ef7a1e732b0409,1,56,1,3,6,4,1,0,0,a1,b1,c1,0
045923f908efb5bfd9f56c6cff931ab4,0,56,24,0,4,4,0,0,0,a2,b2,c2,0
045abdba83eca8a2909cd585fcd831f1,0,61,18,0,0,0,0,0,0,a1,b1,c1,0
045d5f38455153d763d82db59f1814bf,1,61,1,14,5,4,0,0,0,a3,b6,c6,0
04610c853e7904edd75673a50f300958,1,56,1,3,6,4,0,0,0,a1,b4,c4,0
04642cef468d54c068ca205db0845cf7,1,56,1,3,6,4,0,0,1,a1,b1,c1,0
046c080dabce2c9ae9081343a31571be,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
0470b66e1c9675dc646a39737c688dbd,1,61,1,3,2,4,1,0,1,a1,b1,c1,1
0470eea632fd121fb7ffd3ce32b71753,1,61,1,3,6,3,0,0,2,a2,b5,c5,0
04764214bacffb931727f77bab2e0584,1,56,24,3,4,1,1,1,4,a1,b1,c1,0
047b3af44bee3cbf6cfd3da1b8845fb3,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
04871e0696f33b6f67a7d1d2606ec801,0,56,18,0,0,0,0,1,2,a1,b1,c1,0
04891193ba89bd1d6a7762059aaab89f,0,56,1,0,4,4,0,1,1,a3,b3,c7,0
0489bc2b6f732eb8e70a87afa98a4913,1,62,1,3,6,2,1,3,4,a1,b1,c1,0
049231c314c71d8fb3e9194a30ca6b81,0,56,1,0,4,4,0,0,0,a1,b1,c1,0
0492a816e26361a2a664439dc7b37c17,1,50,22,1,0,0,0,0,0,a2,b4,c4,0
049502754e81f07427b395cb1c6f7c93,1,56,1,3,4,4,1,0,0,a1,b1,c1,0
04959df81ac91bd1576ecf2e2e824988,0,56,24,0,5,4,0,0,0,a1,b1,c1,0
0497a445d4b1453ae89840a07ef250a8,0,56,20,0,4,4,0,0,0,a1,b6,c6,0
0499bdd4400f03fc5e0af9f7e7f7cab9,0,56,1,0,5,4,1,0,0,a1,b1,c1,0
04a04086c94f57ca110054d849d3372b,1,50,20,1,0,0,0,0,0,a1,b1,c1,0
04a692457744a3c27642d9cbbaeaf465,1,56,22,14,6,4,0,0,0,a3,b5,c5,1
04a812b302eb2ae4d12a5cd75f31ad01,1,62,1,3,6,3,1,1,1,a2,b2,c2,0
04ab66e0c5cb302e874112f628d13379,0,56,24,0,0,4,0,0,1,a1,b1,c1,0
04ae5d1ef1c28bc4bdc68889f8e3bbac,0,61,22,0,5,4,0,0,0,a1,b1,c1,0
04ae655ddae297090b164758c6596367,1,62,1,1,6,4,0,0,0,a1,b1,c1,0
04b4201b3172bf9e36f5252eeb22b0a7,0,50,1,0,0,0,0,0,0,a1,b4,c4,0
04bfa44abd846081368252a01be3ae56,1,61,1,14,6,4,0,0,0,a1,b1,c1,0
04c45816a890bfcc5a7f99e740a24d85,1,62,1,14,5,3,0,0,2,a1,b1,c1,1
04c511fec3065114956dfd8ec17a38c0,1,61,24,3,4,1,0,1,3,a2,b2,c7,0
04c998a36f84d4995defa91ae1727780,1,50,22,3,0,0,0,0,0,a3,b3,c3,1
04ca19bcf6a0d0a6ed9e52eef794d1d2,0,50,24,0,4,4,0,2,2,a1,b1,c1,0
04cdf020c00e44ea52cde36758e92d5e,1,56,18,1,0,0,0,0,0,a1,b1,c1,0
04ce6df184f8df7bb442248da4eeb6e6,1,56,24,3,4,4,0,0,0,a1,b6,c6,0
04cf03fcc0be739d1d79f73efec7570a,1,61,18,3,0,0,0,0,0,a1,b5,c5,0
04d38e07d638474b0fa04f3b3c8fbafe,1,62,1,1,6,1,1,9,12,a1,b1,c1,0
04d3cd58d9a1d5da9a4e35d49146e056,1,50,20,1,0,0,0,0,0,a2,b2,c2,0
04d5e54cfffb9c4e2338d5380e378805,0,56,1,0,4,4,0,0,0,a1,b4,c4,0
04d6dd089c60b9a26ffc557e04f433b2,1,50,24,3,0,0,0,0,0,a1,b1,c1,0
04d72ee2f9b0a75c10a709852cafb530,1,62,1,14,5,1,0,3,7,a3,b3,c3,1
04d9dbfc7020ef0731341ea0291107b8,1,56,18,3,0,0,0,0,0,a1,b1,c1,1
04dd5f27608097ab88ebb6afb7d62121,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
04e369dde869a5f92f730aaf2115762a,1,61,1,3,4,4,1,0,0,a1,b1,c1,0
04e5bbf518dc1656f024bc9f34121449,0,56,18,0,0,0,0,2,2,a2,b2,c2,1
04e948dbf363266872001178de4ec9cc,0,56,1,0,6,4,0,0,0,a1,b1,c1,0
04ec5cbcfca3bc287acf87ec03b8a93a,0,56,13,0,0,0,0,0,0,a1,b1,c1,0
04ed3f2a44eef6d2686fc1547c221526,1,50,28,7,0,0,0,0,0,a1,b1,c7,0
04f16fa7b96f267f1f38e72e4481489d,1,50,1,1,5,4,1,0,0,a1,b5,c5,0
04f3cbe58226b9d4c509898e7317b64e,1,61,18,3,0,0,0,0,1,a3,b6,c6,0
04f94856fb1edcacf0a0c172302072fe,0,56,18,0,0,0,0,0,0,a1,b1,c1,0
05012d4b9a15d50c8ac86a7e334fc473,0,61,24,0,5,4,0,0,0,a2,b2,c2,0
05021a6066bcbc4839fecb2ca7bee98b,1,105,1,1,6,1,1,2,5,a1,b1,c1,0
0502fc422add265e5bd08494889aa2dc,1,56,1,7,5,4,1,0,0,a1,b1,c1,0
050307488035bb3c256c02c48bc4f55f,1,50,1,1,0,0,1,0,0,a1,b1,c1,0
0503fe59db7b43e5c6386d49b87e27c4,1,56,1,1,5,4,0,0,0,a1,b1,c1,0
050491fc67af0cbe205d85a1b61d5a71,1,56,20,3,5,4,0,0,0,a1,b1,c1,0
0506052654f46e0979cc8f53c8d6d4da,0,61,18,0,0,0,0,2,9,a1,b1,c1,0
050794d8f179f8b00aafa4745ef4752c,0,61,1,0,6,4,1,0,1,a3,b3,c3,0
051161606fc16c901cdc22123b48b7b4,0,56,1,0,4,4,0,0,0,a1,b1,c1,0
0511a7db8fd27f668f3947c475e8f137,0,56,1,0,6,4,0,0,0,a1,b4,c4,0
051eee7b9135fb8c6eabb5f579e2cbdd,0,56,24,0,5,4,0,0,0,a1,b5,c5,0
051fc23d39cb934585f13e8aab11c6f6,1,56,1,3,6,4,0,0,0,a1,b1,c1,0
0522c06ee19103563aa77fd98c4e0a39,1,56,1,7,0,4,0,0,0,a1,b1,c1,0
0523d618b0c50ae2e687289ce5625052,1,105,1,3,6,1,1,1,3,a1,b6,c7,0
052565a6fe051d93ac7b3ac594723bfd,1,56,1,3,3,2,0,1,1,a2,b2,c2,0
052565f17a1a4b233ff45687e759b484,0,61,1,0,5,3,0,0,1,a1,b1,c1,0
0526266e3f977f8e7fb2418ab0e8e6bd,0,61,18,0,0,0,0,0,0,a3,b3,c3,0
052cd5a5095487ec68bb657633918332,1,56,24,1,6,4,1,0,0,a1,b1,c1,0
052de5402307fe12a239c810766fa2d5,1,62,24,1,5,1,0,2,8,a1,b1,c1,0
052fc7fb177d092f198a6070f0651a47,0,50,1,0,2,4,0,0,0,a1,b1,c1,0
052fe1fac057a2d5fff1240396431a0b,1,50,1,3,0,0,0,0,0,a1,b4,c4,0
05313d85beb69a042104d47dc007b8ba,0,56,1,0,6,4,0,0,0,a2,b2,c2,0
0536048db1f036b11d8e6cf85b91b7cf,1,56,24,3,5,4,1,0,0,a1,b1,c1,0
0536a100ce11684523a8611af3dd2b8a,0,61,18,0,0,0,0,0,0,a1,b5,c5,0
053dea2078e1042843261150723ec2e3,1,50,1,1,3,4,0,0,1,a1,b1,c1,0
053ecc36165f3a741c7ad40bf6d6516f,1,56,1,3,6,4,0,0,0,a3,b3,c3,0
054350206315aac4acf7811bfe9cd421,1,62,1,3,4,1,1,4,6,a1,b1,c1,0
0547fc8b480a3f6a74cc749676dc3928,1,56,24,1,5,2,0,3,3,a1,b1,c1,0
0548d98d8136da5fc61e955eca604269,0,50,1,0,4,4,0,0,1,a2,b6,c6,0
054c97949c886f12547d7a78515fa2fe,1,50,1,1,0,0,1,0,0,a1,b1,c1,0
05512215076e596f696073270b372599,0,56,18,0,0,0,0,1,1,a1,b1,c7,0
0553d9fc92704ff02c4fcf1bd27bb9d3,1,61,1,3,6,4,1,0,0,a1,b4,c4,0
0555d7f387a41ca3336d882a6a71252b,1,61,1,3,5,4,0,0,0,a1,b1,c1,0
0557a38c06c0133f56d63ba976ecafdd,1,56,24,3,3,2,1,6,7,a1,b1,c1,0
055a154113e4cedbe75ee539c44b87e2,0,56,1,0,4,4,0,0,0,a3,b3,c3,0
055a4e7c31b9cf47bc0e3c1026d71f9c,0,50,1,0,0,0,0,0,1,a2,b2,c2,0
05616287ffc6e5e271e1391f3d4d528d,0,50,1,0,0,0,0,0,0,a1,b5,c5,0
0563dbe995f8799f2ea69b7cc47ba599,1,61,1,3,3,1,1,2,6,a1,b1,c1,0
056afa9dac58e07407964ec0921413b1,0,56,1,0,0,0,0,2,2,a1,b1,c1,0
056b1fa96ab118432014dc584516d414,1,61,18,3,0,0,1,0,0,a1,b1,c1,0
056bf6b88b3b007767a9fd8e0e9f4b13,0,56,24,0,6,4,1,0,0,a1,b1,c1,0
056d1a8af6db95cf309ad94b9e5c6f6f,1,56,1,7,3,4,0,0,0,a1,b1,c1,0
056f1dcb5bd0eb0135e0f95f16fefdd7,1,56,1,3,3,4,0,0,0,a2,b4,c4,0
056f76ce24379bab959057193eecbf90,0,61,18,0,0,0,0,0,0,a3,b6,c6,0
05700181e6cfd439d934047a734b9576,1,62,18,3,0,0,0,1,2,a1,b1,c1,0
0575b5d90e059cc3188fe4735b68bab3,1,56,24,1,5,3,1,1,2,a1,b1,c1,0
0576a47a557f5b166b290c5f679c6384,1,50,24,3,1,4,0,0,1,a1,b1,c1,0
0578d0010727187d44bb4aaa47d7b9a1,0,56,20,0,4,4,0,0,0,a1,b1,c7,0
057c5b7d61b331e866512cf4ff18501c,1,56,24,1,4,4,1,0,3,a1,b1,c1,0
057ca7af8373da96d6674379a64441bd,1,62,24,3,4,3,0,0,0,a2,b5,c5,0
057d996ce5bf20c846fca5c03830aada,1,61,1,3,0,0,0,0,0,a1,b1,c1,0
0586e172de52b115367730bab30e0bb3,0,50,13,0,0,0,0,0,0,a1,b1,c1,1
